accession_numbers,log2_TMT_127N_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_127C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_128N_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1.,log2_TMT_128C_126_median..Basal.breast.cancer.rep1.Basal.breast.cancer.rep1.,log2_TMT_129N_126_median..Luminal.breast.cancer.rep3.Basal.breast.cancer.rep1.,log2_TMT_129C_126_median..Luminal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_130N_126_median..Basal.breast.cancer.rep3.Basal.breast.cancer.rep1.,log2_TMT_130C_126_median..Basal.breast.cancer.rep2.Basal.breast.cancer.rep1.,log2_TMT_131_126_median..Luminal.breast.cancer.rep1.Basal.breast.cancer.rep1.
NP_001605,-0.008,0.423,0.283,0.125,0.275,0.284,0.27,0.251,0.168
NP_001092,-0.008,0.423,0.283,0.125,0.275,0.284,0.27,0.251,0.168
NP_031419,-0.008,0.423,0.283,0.125,0.275,0.284,0.27,0.251,0.168
NP_033739,-0.008,0.423,0.283,0.125,0.275,0.284,0.27,0.251,0.168
NP_001099008,-0.129,-0.213,-0.259,0.168,-0.155,-0.023,0.143,0.101,-0.189
NP_055335,-0.129,-0.213,-0.259,0.168,-0.155,-0.023,0.143,0.101,-0.189
NP_062710,-0.71,-0.652,-1.278,-0.031,-0.726,-0.791,-0.615,-0.507,-1.109
NP_073727,-0.71,-0.652,-1.278,-0.031,-0.726,-0.791,-0.615,-0.507,-1.109
NP_005312,-0.163,-0.017,-0.591,0.006,-0.714,0.076,-0.113,-0.317,-0.593
NP_663759,-0.163,-0.017,-0.591,0.006,-0.714,0.076,-0.113,-0.317,-0.593
NP_056602,-0.163,-0.017,-0.591,0.006,-0.714,0.076,-0.113,-0.317,-0.593
NP_000963,-0.077,-0.395,-0.643,0.025,-0.581,-0.111,-0.097,-0.257,-0.62
NP_038749,-0.077,-0.395,-0.643,0.025,-0.581,-0.111,-0.097,-0.257,-0.62
NP_001073884,-0.421,-0.996,-0.794,-0.289,-1.006,-0.947,-0.244,-0.423,-1.067
NP_001108449,-0.421,-0.996,-0.794,-0.289,-1.006,-0.947,-0.244,-0.423,-1.067
NP_080752,-0.421,-0.996,-0.794,-0.289,-1.006,-0.947,-0.244,-0.423,-1.067
NP_031647,-0.202,0.016,-0.046,0.136,0.083,0.112,0.058,-0.008,0.12
NP_061176,-0.49,-0.484,-0.772,-0.076,-0.221,-0.272,0.109,-0.33,-0.473
NP_005106,0.342,2.446,2.444,0.797,2.366,2.296,1.305,1.108,2.533
NP_076952,-0.01,0.182,-0.087,0.236,0.153,0.076,0.034,0.145,-0.135
NP_001234940,-0.01,0.182,-0.087,0.236,0.153,0.076,0.034,0.145,-0.135
NP_932155,-0.01,0.182,-0.087,0.236,0.153,0.076,0.034,0.145,-0.135
NP_001137232,-0.088,0.19,0.017,0.263,0.11,0.304,0.239,0.14,0.079
NP_001093162,-0.088,0.19,0.017,0.263,0.11,0.304,0.239,0.14,0.079
NP_001961,-0.088,0.19,0.017,0.263,0.11,0.304,0.239,0.14,0.079
NP_065123,-0.088,0.19,0.017,0.263,0.11,0.304,0.239,0.14,0.079
NP_001160064,-0.088,0.19,0.017,0.263,0.11,0.304,0.239,0.14,0.079
NP_808254,-0.088,0.19,0.017,0.263,0.11,0.304,0.239,0.14,0.079
NP_000969,-0.151,-0.237,-0.017,0.239,-0.401,-0.049,0.081,-0.024,-0.292
NP_075029,-0.151,-0.237,-0.017,0.239,-0.401,-0.049,0.081,-0.024,-0.292
NP_065777,-0.271,-0.13,-0.137,0.006,-0.178,-0.054,-0.142,-0.233,-0.111
NP_083723,-0.271,-0.13,-0.137,0.006,-0.178,-0.054,-0.142,-0.233,-0.111
NP_060666,-0.373,-0.319,-0.455,0.038,-0.069,-0.337,0.046,-0.419,-0.708
NP_001171726,-0.373,-0.319,-0.455,0.038,-0.069,-0.337,0.046,-0.419,-0.708
NP_620097,-0.373,-0.319,-0.455,0.038,-0.069,-0.337,0.046,-0.419,-0.708
NP_004259,-0.287,0.175,0.119,0.052,-0.03,0.124,-0.042,0.061,0.118
NP_659182,-0.287,0.175,0.119,0.052,-0.03,0.124,-0.042,0.061,0.118
NP_001106177,-0.387,1.198,0.902,0.151,1.142,1.513,0.359,0.42,0.865
NP_149119,-0.387,1.198,0.902,0.151,1.142,1.513,0.359,0.42,0.865
NP_001139668,-0.387,1.198,0.902,0.151,1.142,1.513,0.359,0.42,0.865
NP_033158,-0.387,1.198,0.902,0.151,1.142,1.513,0.359,0.42,0.865
NP_005222,-0.293,0.672,0.871,-0.478,0.576,0.784,0.129,0.11,0.945
NP_031829,-0.293,0.672,0.871,-0.478,0.576,0.784,0.129,0.11,0.945
NP_005887,-0.08,0.69,0.48,0.259,0.916,0.63,0.299,0.255,0.653
NP_005312,0.323,-0.834,-0.818,0.278,-1.4,-0.615,0.547,0.325,-1.06
NP_663759,0.323,-0.834,-0.818,0.278,-1.4,-0.615,0.547,0.325,-1.06
NP_056602,0.323,-0.834,-0.818,0.278,-1.4,-0.615,0.547,0.325,-1.06
NP_056601,0.323,-0.834,-0.818,0.278,-1.4,-0.615,0.547,0.325,-1.06
NP_002898,0.07,0.253,0.482,0.312,0.686,0.44,0.18,1.245,0.552
NP_075529,0.07,0.253,0.482,0.312,0.686,0.44,0.18,1.245,0.552
NP_001191835,0.07,0.253,0.482,0.312,0.686,0.44,0.18,1.245,0.552
NP_001191836,0.07,0.253,0.482,0.312,0.686,0.44,0.18,1.245,0.552
NP_667325,-0.647,-0.072,-0.172,0.094,0.016,0.2,-0.264,-0.202,-0.021
NP_001154806,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_733759,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_001019770,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_003519,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_778225,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_003512,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_003516,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_003518,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_003510,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_066406,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_542160,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_066402,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_003511,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_066407,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_003515,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_996765,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_835509,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_001104025,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_783594,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_783597,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_835586,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_084358,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_835501,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_835507,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_835508,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_783596,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_835504,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_783595,-0.129,0.336,0.173,0.061,0.139,0.117,-0.172,0.203,0.305
NP_004672,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
XP_003960151,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
NP_001265541,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
NP_079713,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
NP_001171044,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
NP_001171036,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
NP_001257651,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
NP_001171045,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
NP_001116134,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
NP_001013846,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
NP_034250,0.081,-2.536,-2.176,0.316,-4.29,-2.299,0.075,-0.31,-2.576
NP_031375,-0.228,0.365,0.287,0.289,0.543,0.263,0.541,0.132,0.157
NP_612144,-0.172,0.944,0.738,0.502,0.771,1.009,0.319,0.426,1.063
NP_001016,-0.26,-0.723,-0.595,-0.09,-0.851,-0.731,-0.2,-0.226,-0.757
NP_077137,-0.26,-0.723,-0.595,-0.09,-0.851,-0.731,-0.2,-0.226,-0.757
NP_689476,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001018007,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_000357,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001018020,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001018006,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001018005,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001018004,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001138632,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_003280,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_998839,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_705935,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001036816,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001265118,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_003281,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001036817,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001036818,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001018008,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001265117,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001265120,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_071709,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001264804,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001264805,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_033442,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001157723,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_077745,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001157722,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001157721,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001157720,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001157727,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001240669,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001258693,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001240667,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001001491,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001157725,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001157724,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001157726,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001157728,-0.223,-0.446,-0.807,0.021,-0.795,-0.452,-0.343,-0.326,-0.592
NP_001419,0.075,-0.117,-0.196,0.268,-0.047,-0.18,0.444,0.187,-0.133
NP_005608,0.028,0.059,-0.313,0.328,-0.007,-0.051,0.467,-0.062,-0.11
NP_065625,0.028,0.059,-0.313,0.328,-0.007,-0.051,0.467,-0.062,-0.11
NP_859048,-0.305,0.177,0.244,0.151,0.205,0.284,0.025,-0.2,0.12
NP_909122,-0.298,-0.038,0.095,0.233,0.184,0.173,0.142,0.154,0.219
NP_004893,-0.298,-0.038,0.095,0.233,0.184,0.173,0.142,0.154,0.219
NP_573505,-0.298,-0.038,0.095,0.233,0.184,0.173,0.142,0.154,0.219
NP_037466,-0.265,0.431,-0.159,0.293,0.744,0.554,-0.371,-0.122,-0.309
NP_068806,-0.265,0.431,-0.159,0.293,0.744,0.554,-0.371,-0.122,-0.309
NP_808578,-0.265,0.431,-0.159,0.293,0.744,0.554,-0.371,-0.122,-0.309
NP_004334,0.452,-1.122,-1.128,-0.462,NA,-0.405,0.392,0.28,-1.556
NP_031617,0.452,-1.122,-1.128,-0.462,NA,-0.405,0.392,0.28,-1.556
NP_004759,-0.103,-1.114,-1.297,-0.04,-1.683,-0.836,-0.183,-0.031,-1.124
NP_001177916,-0.103,-1.114,-1.297,-0.04,-1.683,-0.836,-0.183,-0.031,-1.124
NP_001087221,-0.103,-1.114,-1.297,-0.04,-1.683,-0.836,-0.183,-0.031,-1.124
NP_001087222,-0.103,-1.114,-1.297,-0.04,-1.683,-0.836,-0.183,-0.031,-1.124
NP_081265,-0.103,-1.114,-1.297,-0.04,-1.683,-0.836,-0.183,-0.031,-1.124
NP_005313,-0.325,0.155,-0.547,0.033,-0.491,0.053,-0.031,-0.533,-0.363
NP_064418,-0.325,0.155,-0.547,0.033,-0.491,0.053,-0.031,-0.533,-0.363
NP_004765,-0.188,-0.133,-0.069,-0.056,0.006,-0.108,-0.021,0.099,-0.271
NP_001073587,-0.188,-0.133,-0.069,-0.056,0.006,-0.108,-0.021,0.099,-0.271
NP_038662,-0.188,-0.133,-0.069,-0.056,0.006,-0.108,-0.021,0.099,-0.271
NP_006431,-0.217,-0.007,-0.022,0.143,0.374,0.284,0.119,0.207,0.108
NP_001018146,-0.212,0.473,0.301,0.285,0.085,0.569,-0.015,0.333,0.128
NP_937818,-0.212,0.473,0.301,0.285,0.085,0.569,-0.015,0.333,0.128
NP_000260,-0.212,0.473,0.301,0.285,0.085,0.569,-0.015,0.333,0.128
NP_032730,-0.212,0.473,0.301,0.285,0.085,0.569,-0.015,0.333,0.128
NP_006421,-0.21,0.759,0.574,0.221,0.434,0.706,-0.025,0.125,0.366
NP_001243650,-0.21,0.759,0.574,0.221,0.434,0.706,-0.025,0.125,0.366
NP_689416,0.03,-0.136,-0.106,0.659,0.614,0.632,0.621,1.761,0.276
NP_058020,-0.198,-0.429,-0.438,0.103,-0.604,-0.243,0.097,-0.083,-0.626
NP_004732,-0.103,-0.249,-0.57,-0.012,-0.55,-0.277,0.192,0.988,-0.584
NP_002779,-0.203,0.059,-0.149,0.212,-0.034,0.094,0.08,-0.011,-0.052
NP_687033,-0.203,0.059,-0.149,0.212,-0.034,0.094,0.08,-0.011,-0.052
NP_035314,-0.203,0.059,-0.149,0.212,-0.034,0.094,0.08,-0.011,-0.052
NP_001137292,0.095,0.394,0.295,0.21,0.461,0.089,0.435,0.235,0.525
NP_005229,0.095,0.394,0.295,0.21,0.461,0.089,0.435,0.235,0.525
NP_446464,-0.028,0.687,0.203,0.129,0.892,0.479,0.359,0.601,0.506
NP_031520,-0.028,0.687,0.203,0.129,0.892,0.479,0.359,0.601,0.506
NP_000843,-0.027,0.3,0.109,0.482,0.223,0.373,0.286,0.171,0.229
NP_116126,-0.265,0,-0.148,0.273,0.13,0.097,-0.124,0.835,0.015
NP_001171634,-0.153,-0.051,-0.088,0.085,0.051,0.066,0.078,0.21,-0.058
NP_005318,-0.153,-0.051,-0.088,0.085,0.051,0.066,0.078,0.21,-0.058
NP_032238,-0.153,-0.051,-0.088,0.085,0.051,0.066,0.078,0.21,-0.058
NP_001019979,0.118,0.202,0.084,0.441,0.178,0.327,0.213,0.285,0.212
NP_006392,-0.365,0.249,-0.272,0.076,-0.165,0.053,-0.136,-0.117,-0.089
NP_001229476,-0.252,-0.56,-0.634,0.292,-0.63,-0.481,0.297,-0.215,-0.452
NP_079790,-0.252,-0.56,-0.634,0.292,-0.63,-0.481,0.297,-0.215,-0.452
NP_002694,-0.105,0.153,-0.064,-0.057,-0.297,-0.057,-0.219,-0.112,-0.189
NP_055642,-0.382,-0.214,-0.629,-0.145,-0.62,-0.562,0.046,0.179,-0.595
NP_001258604,-0.382,-0.214,-0.629,-0.145,-0.62,-0.562,0.046,0.179,-0.595
NP_036473,-0.241,-0.357,-0.49,0.087,-0.134,-0.603,0.305,-0.068,-0.29
NP_081276,-0.241,-0.357,-0.49,0.087,-0.134,-0.603,0.305,-0.068,-0.29
NP_002568,-0.308,-0.094,-0.126,0.007,-0.16,0,0.148,0.138,-0.257
NP_796300,-0.308,-0.094,-0.126,0.007,-0.16,0,0.148,0.138,-0.257
NP_001095868,-0.383,0.017,-0.152,0.277,-0.174,0.075,0.093,-0.177,0.138
NP_005817,-0.383,0.017,-0.152,0.277,-0.174,0.075,0.093,-0.177,0.138
NP_006363,-0.383,0.017,-0.152,0.277,-0.174,0.075,0.093,-0.177,0.138
NP_001153147,-0.383,0.017,-0.152,0.277,-0.174,0.075,0.093,-0.177,0.138
NP_001153149,-0.383,0.017,-0.152,0.277,-0.174,0.075,0.093,-0.177,0.138
NP_001153148,-0.383,0.017,-0.152,0.277,-0.174,0.075,0.093,-0.177,0.138
NP_001153146,-0.383,0.017,-0.152,0.277,-0.174,0.075,0.093,-0.177,0.138
NP_001264050,-0.383,0.017,-0.152,0.277,-0.174,0.075,0.093,-0.177,0.138
NP_062640,-0.383,0.017,-0.152,0.277,-0.174,0.075,0.093,-0.177,0.138
NP_062770,-0.383,0.017,-0.152,0.277,-0.174,0.075,0.093,-0.177,0.138
NP_002129,-0.192,-2.186,-2.127,-0.041,-2.461,-1.556,-0.222,-0.382,-2.105
NP_001003810,-0.192,-2.186,-2.127,-0.041,-2.461,-1.556,-0.222,-0.382,-2.105
NP_031542,-0.192,-2.186,-2.127,-0.041,-2.461,-1.556,-0.222,-0.382,-2.105
NP_001070735,-0.192,-2.186,-2.127,-0.041,-2.461,-1.556,-0.222,-0.382,-2.105
NP_001193725,-0.235,0.579,0.463,0.191,0.482,0.618,-0.157,-0.202,0.554
NP_001193728,-0.235,0.579,0.463,0.191,0.482,0.618,-0.157,-0.202,0.554
NP_872270,-0.235,0.579,0.463,0.191,0.482,0.618,-0.157,-0.202,0.554
NP_002645,-0.235,0.579,0.463,0.191,0.482,0.618,-0.157,-0.202,0.554
NP_001193727,-0.235,0.579,0.463,0.191,0.482,0.618,-0.157,-0.202,0.554
NP_001193726,-0.235,0.579,0.463,0.191,0.482,0.618,-0.157,-0.202,0.554
NP_035229,-0.235,0.579,0.463,0.191,0.482,0.618,-0.157,-0.202,0.554
NP_001240812,-0.235,0.579,0.463,0.191,0.482,0.618,-0.157,-0.202,0.554
NP_031789,-0.256,0.201,-0.114,-0.032,-0.065,-0.007,0.008,0.48,-0.156
NP_598630,-0.506,-0.249,-0.103,0.032,-0.361,0.044,-0.073,-0.053,0.021
NP_006280,-0.297,0.368,0.224,0.007,0.251,0.368,-0.138,-0.144,0.172
NP_035732,-0.297,0.368,0.224,0.007,0.251,0.368,-0.138,-0.144,0.172
NP_006147,-0.295,0.345,0.381,0.087,0.792,0.271,0.805,1.625,0.292
NP_032709,-0.295,0.345,0.381,0.087,0.792,0.271,0.805,1.625,0.292
NP_001018114,0.249,0.888,0.682,0.379,1.678,0.916,1.689,0.158,0.664
NP_001135870,0.249,0.888,0.682,0.379,1.678,0.916,1.689,0.158,0.664
NP_112485,0.249,0.888,0.682,0.379,1.678,0.916,1.689,0.158,0.664
NP_055484,-0.295,0.116,-0.116,0.205,0.175,-0.069,0.533,0.666,-0.337
NP_001229724,-0.295,0.116,-0.116,0.205,0.175,-0.069,0.533,0.666,-0.337
NP_765998,-0.295,0.116,-0.116,0.205,0.175,-0.069,0.533,0.666,-0.337
NP_076427,-0.339,0.197,-0.122,0.108,-0.101,0.207,0.114,-0.089,-0.176
NP_001077393,-0.339,0.197,-0.122,0.108,-0.101,0.207,0.114,-0.089,-0.176
NP_003253,-0.382,0.128,-0.054,0.11,0.224,0.253,-0.131,-0.502,-0.08
NP_001158886,-0.617,-0.111,-0.082,-0.055,0.006,0.092,-0.086,-0.612,-0.035
NP_005557,-0.617,-0.111,-0.082,-0.055,0.006,0.092,-0.086,-0.612,-0.035
NP_001158887,-0.617,-0.111,-0.082,-0.055,0.006,0.092,-0.086,-0.612,-0.035
NP_001158888,-0.617,-0.111,-0.082,-0.055,0.006,0.092,-0.086,-0.612,-0.035
NP_005947,-0.192,0.358,0.225,0.111,0.204,0.559,0.169,0.113,0.26
NP_006102,-0.258,-0.66,-0.709,-0.215,-0.64,-0.617,0.222,1.879,-0.766
NP_002453,-0.44,1.399,1.275,0.609,1.362,1.527,0.764,0.12,1.402
NP_002865,-0.189,0.159,0.125,0.184,0.246,0.288,0.466,0.259,0.172
NP_001231642,-0.189,0.159,0.125,0.184,0.246,0.288,0.466,0.259,0.172
NP_005044,-0.189,0.159,0.125,0.184,0.246,0.288,0.466,0.259,0.172
NP_001257291,-0.189,0.159,0.125,0.184,0.246,0.288,0.466,0.259,0.172
NP_001257292,-0.189,0.159,0.125,0.184,0.246,0.288,0.466,0.259,0.172
NP_033037,-0.189,0.159,0.125,0.184,0.246,0.288,0.466,0.259,0.172
NP_033036,-0.189,0.159,0.125,0.184,0.246,0.288,0.466,0.259,0.172
NP_003099,-0.111,-1.273,-1.441,0.017,-1.396,-1.216,-0.025,-0.28,-1.13
NP_003964,-0.412,-0.056,-0.216,0.23,-0.321,-0.003,0.543,-0.045,-0.113
NP_060707,-0.479,-0.953,-1.035,-0.133,-1.076,-0.788,-0.352,-0.324,-1.405
NP_080477,-0.479,-0.953,-1.035,-0.133,-1.076,-0.788,-0.352,-0.324,-1.405
NP_996994,0.602,-0.155,-0.526,0.157,-0.614,-0.176,0.35,0.169,-0.331
NP_919410,-0.272,-0.539,-1.06,0.05,-0.877,-0.63,-0.101,-0.43,-0.769
NP_035782,-1.902,-2.021,-2.791,-0.002,-1.655,-1.825,-1.564,-1.816,-2.601
NP_082280,-1.902,-2.021,-2.791,-0.002,-1.655,-1.825,-1.564,-1.816,-2.601
NP_892006,-0.077,-0.418,-0.474,0.177,-0.194,-0.424,0.274,0.547,-0.221
NP_149062,-0.077,-0.418,-0.474,0.177,-0.194,-0.424,0.274,0.547,-0.221
NP_006817,-0.084,-0.085,-0.123,0.158,-0.264,0.05,0.235,0.096,-0.106
NP_035869,-0.084,-0.085,-0.123,0.158,-0.264,0.05,0.235,0.096,-0.106
NP_079191,0.083,0.767,0.551,-0.082,1.041,0.916,0.731,-0.451,0.379
NP_006392,-0.202,-0.373,-0.411,0.281,-0.208,-0.229,0.128,-0.025,-0.295
NP_006296,-0.202,-0.373,-0.411,0.281,-0.208,-0.229,0.128,-0.025,-0.295
NP_036536,-0.202,-0.373,-0.411,0.281,-0.208,-0.229,0.128,-0.025,-0.295
NP_033802,-0.202,-0.373,-0.411,0.281,-0.208,-0.229,0.128,-0.025,-0.295
NP_055048,-0.233,-0.169,0.185,0.332,0.157,0.051,0.11,0.077,-0.231
NP_001070151,-0.233,-0.169,0.185,0.332,0.157,0.051,0.11,0.077,-0.231
NP_006757,0.565,-3.152,-3.505,0.457,NA,-1.473,0.06,0.331,NA
NP_001074618,0.565,-3.152,-3.505,0.457,NA,-1.473,0.06,0.331,NA
NP_061915,0.248,-0.155,0.176,0.401,-0.035,0.182,0.425,0.279,-0.1
NP_001265627,-0.275,-0.451,-0.496,0.104,-0.508,-0.351,-0.202,-0.142,-0.868
NP_006223,-0.275,-0.451,-0.496,0.104,-0.508,-0.351,-0.202,-0.142,-0.868
NP_001265643,-0.275,-0.451,-0.496,0.104,-0.508,-0.351,-0.202,-0.142,-0.868
NP_663607,-0.275,-0.451,-0.496,0.104,-0.508,-0.351,-0.202,-0.142,-0.868
NP_001089,-0.117,1.585,1.371,0.769,1.477,1.515,0.935,0.783,1.208
NP_008872,-0.218,-0.598,-0.862,0.029,-0.85,-0.628,0.201,-0.18,-0.937
NP_035567,-0.218,-0.598,-0.862,0.029,-0.85,-0.628,0.201,-0.18,-0.937
NP_000101,-0.467,-0.582,-0.639,0.101,-0.506,-0.359,-0.252,-0.172,-0.452
NP_740748,-0.467,-0.582,-0.639,0.101,-0.506,-0.359,-0.252,-0.172,-0.452
NP_002907,-0.039,0.168,0.18,0.248,-0.02,0.012,0.578,0.411,0.259
NP_002147,-0.326,1.789,1.084,0.648,1.49,1.813,0.476,0.191,1.166
NP_034607,-0.326,1.789,1.084,0.648,1.49,1.813,0.476,0.191,1.166
NP_060740,-0.022,-0.611,-0.799,0.161,-0.465,-0.182,0.158,-0.47,-0.787
NP_082755,-0.022,-0.611,-0.799,0.161,-0.465,-0.182,0.158,-0.47,-0.787
NP_001075448,-0.17,0.282,0.201,0.308,0.412,0.359,0.231,-0.007,0.199
NP_034918,-0.17,0.282,0.201,0.308,0.412,0.359,0.231,-0.007,0.199
NP_476516,-0.218,-1.693,-0.484,0.016,-1.115,-0.31,-0.169,-0.24,-2.035
NP_444319,-0.218,-1.693,-0.484,0.016,-1.115,-0.31,-0.169,-0.24,-2.035
NP_001104518,-0.124,0.052,0.148,0.031,-0.207,0.09,0.675,-0.327,0.321
NP_034326,-0.124,0.052,0.148,0.031,-0.207,0.09,0.675,-0.327,0.321
NP_002613,-0.316,-0.614,-0.715,0.077,-0.395,-0.586,0.551,-0.315,-0.598
NP_080303,-0.316,-0.614,-0.715,0.077,-0.395,-0.586,0.551,-0.315,-0.598
NP_001035905,-0.158,1.18,1.125,0.312,1.019,1.197,0.477,-0.112,1.137
NP_001177371,-0.158,1.18,1.125,0.312,1.019,1.197,0.477,-0.112,1.137
NP_775083,-0.158,1.18,1.125,0.312,1.019,1.197,0.477,-0.112,1.137
NP_005617,-0.119,-0.331,-0.423,0.405,-0.288,-0.179,0.164,-0.243,-0.164
NP_001001973,-0.16,0.703,0.457,0.347,0.826,0.713,0.376,0.543,0.315
